codigo,denominacion,cuit,cond_fiscal,limite_cta_cte,telefono,email,direccion
C1820,Taller Sosa Hnos,23-76430838-7,MONOTRIBUTO,300000,0341-155514192,,"San Juan 1570, Pérez"
C1821,Aguirre Néstor,,CONSUMIDOR_FINAL,0,0341-4573610,,"Tucumán 4484, Pérez"
C1822,Gomería Luna,27-72975206-7,MONOTRIBUTO,400000,0341-155562593,,"Av. Provincias Unidas 4754, Villa Gobernador Gálvez"
C1823,Taller Mecánico Benítez,23-74523467-4,MONOTRIBUTO,500000,0341-4516615,tallermecnicob@gmail.com,"Av. Provincias Unidas 1982, Rosario"
C1824,Casa Álvarez Automotores SRL,33-11791875-6,RESPONSABLE_INSCRIPTO,1000000,0341-4116876,,"Tucumán 612, Pérez"
C1825,Distribuidora Giménez SRL,30-24344680-1,RESPONSABLE_INSCRIPTO,3000000,0341-4212346,compras@distribuidor.com.ar,"Santa Fe 1338, Roldán"
C1826,Medina Gustavo,,CONSUMIDOR_FINAL,0,,,
C1827,Distribuidora Ferreyra SRL,30-22644838-8,RESPONSABLE_INSCRIPTO,1500000,0341-155311118,compras@distribuidor.com.ar,"Rioja 1067, San Lorenzo"
C1828,Luna Cecilia,,CONSUMIDOR_FINAL,0,,,"Tucumán 1444, Villa Gobernador Gálvez"
C1829,Transporte Castro SA,33-10141797-8,RESPONSABLE_INSCRIPTO,1000000,0341-155786963,compras@transporteca.com.ar,
C1830,Lubricentro Norte,20-78557391-9,MONOTRIBUTO,300000,0341-156355732,,"Ovidio Lagos 4404, San Nicolás"
C1831,Distribuidora Ponce SRL,33-23646693-6,RESPONSABLE_INSCRIPTO,2000000,0341-4815370,compras@distribuidor.com.ar,"Av. Francia 617, San Nicolás"
C1832,Aguirre Julio,27-53580917-3,MONOTRIBUTO,300000,,aguirrejulio@gmail.com,"Rioja 2920, Cañada de Gómez"
C1833,Agropecuaria San Lorenzo SA,30-71294485-0,RESPONSABLE_INSCRIPTO,1500000,0341-4585644,compras@agropecuaria.com.ar,
C1834,Transporte Domínguez SA,30-18528351-4,RESPONSABLE_INSCRIPTO,1500000,0341-154139509,compras@transportedo.com.ar,"27 de Febrero 759, San Nicolás"
C1835,Molina Oscar,,CONSUMIDOR_FINAL,0,0341-4071277,,"Mendoza 4564, Pérez"
C1836,Rectificadora Norte,33-34414776-6,RESPONSABLE_INSCRIPTO,5000000,0341-154305829,compras@rectificador.com.ar,"Av. Provincias Unidas 3019, Pergamino"
C1837,Taller Luna Hnos,20-23123105-7,MONOTRIBUTO,400000,0341-4494688,tallerlunahnos@gmail.com,"Tucumán 893, Villa Gobernador Gálvez"
C1838,Romero Miguel,,CONSUMIDOR_FINAL,0,0341-154146431,,"Av. Pellegrini 2281, Casilda"
C1839,Ruiz Sandra,,CONSUMIDOR_FINAL,0,0341-155154017,,"Córdoba 1691, Pérez"
C1840,Transportes del Centro SRL,30-25563639-8,RESPONSABLE_INSCRIPTO,5000000,0341-156420430,compras@transportesd.com.ar,
C1841,Ruiz Juan,23-28718705-9,MONOTRIBUTO,200000,0341-4311555,ruizjuan@gmail.com,"San Juan 4781, San Nicolás"
C1842,Transporte Villalba SA,30-19114498-4,RESPONSABLE_INSCRIPTO,1000000,0341-4323137,,"Av. Pellegrini 1830, Funes"
C1843,Maidana Rubén,,CONSUMIDOR_FINAL,0,0341-4446701,,"Bv. Oroño 4047, Casilda"
C1844,Agropecuaria Cañada de Gómez SA,33-77318590-0,RESPONSABLE_INSCRIPTO,1000000,0341-4679699,compras@agropecuaria.com.ar,
C1845,Distribuidora Gómez SRL,30-57208330-2,RESPONSABLE_INSCRIPTO,1000000,0341-154617020,,"Mendoza 4835, Casilda"
C1846,Logística Herrera SA,30-47447110-8,RESPONSABLE_INSCRIPTO,2000000,0341-4050687,compras@logsticaherr.com.ar,"Av. Francia 3747, Casilda"
C1847,Lubricentro Pergamino,23-44380540-0,MONOTRIBUTO,400000,0341-156302115,lubricentroper@gmail.com,"Salta 344, Pergamino"
C1848,Gomería Rojas,27-70650066-4,MONOTRIBUTO,800000,0341-4729110,,"Av. San Martín 2079, Pérez"
C1849,Taller Mecánico Fernández,27-71847287-9,MONOTRIBUTO,400000,0341-153932258,,
C1850,Martínez Luis,,CONSUMIDOR_FINAL,0,0341-4666626,,"Av. Francia 4390, Pérez"
C1851,Gomería Luna,27-51347080-6,MONOTRIBUTO,800000,0341-4234929,gomeraluna@gmail.com,"Av. Alberdi 876, Pérez"
C1852,Agropecuaria del Sur SA,33-70824836-9,RESPONSABLE_INSCRIPTO,3000000,,compras@agropecuaria.com.ar,"Ovidio Lagos 4878, San Nicolás"
C1853,Taller Mecánico Sánchez,27-54334253-5,MONOTRIBUTO,400000,0341-4333536,,"Tucumán 2215, Villa Gobernador Gálvez"
C1854,Transporte Ortiz SA,33-95264643-0,RESPONSABLE_INSCRIPTO,1500000,0341-153756254,compras@transporteor.com.ar,"San Juan 2831, Casilda"
C1855,Lubricentro San Nicolás,20-45307678-5,MONOTRIBUTO,800000,0341-4514380,,"Bv. Oroño 3512, Pérez"
C1856,Gomería Silva,27-36424797-9,MONOTRIBUTO,800000,0341-153011620,gomerasilva@gmail.com,
C1857,Transportes Cañada de Gómez SRL,30-83554976-9,RESPONSABLE_INSCRIPTO,2000000,0341-154136468,compras@transportesc.com.ar,
C1858,Agropecuaria Cañada de Gómez SA,30-63832478-0,RESPONSABLE_INSCRIPTO,3000000,0341-4178227,compras@agropecuaria.com.ar,"Salta 1704, Villa Gobernador Gálvez"
C1859,Agropecuaria San Nicolás SA,30-28486020-5,RESPONSABLE_INSCRIPTO,3000000,,compras@agropecuaria.com.ar,
C1860,Romero Mario,,CONSUMIDOR_FINAL,0,0341-154861804,,
C1861,Medina Matías,,CONSUMIDOR_FINAL,0,0341-156789628,,"Av. San Martín 622, San Nicolás"
C1862,Distribuidora Peralta SRL,33-33194809-3,RESPONSABLE_INSCRIPTO,2000000,0341-154294601,compras@distribuidor.com.ar,"Rioja 3877, Roldán"
C1863,Agropecuaria Rosario SA,33-38174222-4,RESPONSABLE_INSCRIPTO,2000000,0341-4064956,compras@agropecuaria.com.ar,
C1864,Transportes San Nicolás SRL,30-77489657-7,RESPONSABLE_INSCRIPTO,2000000,0341-156122426,compras@transportess.com.ar,"Córdoba 3670, Pérez"
C1865,Lubricentro Villa Constitución,20-80125910-4,MONOTRIBUTO,400000,,lubricentrovil@gmail.com,"Salta 598, Rosario"
C1866,Distribuidora Torres SRL,30-46020994-9,RESPONSABLE_INSCRIPTO,3000000,0341-154093268,,"Tucumán 3408, San Lorenzo"
C1867,Gomería Ruiz,20-89629618-4,MONOTRIBUTO,300000,0341-4345330,gomeraruiz@gmail.com,
C1868,Rectificadora San Nicolás,33-33593454-2,RESPONSABLE_INSCRIPTO,2000000,0341-4303950,compras@rectificador.com.ar,"Bv. Oroño 3541, Casilda"
C1869,Martínez Carlos,,CONSUMIDOR_FINAL,0,0341-4231118,,"Av. Pellegrini 1627, Pergamino"
C1870,López Roberto,,CONSUMIDOR_FINAL,0,0341-156598411,,
C1871,Transportes Funes SRL,30-63470400-7,RESPONSABLE_INSCRIPTO,1500000,0341-4190415,,
C1872,Molina Miguel,,CONSUMIDOR_FINAL,0,0341-155407640,,"Tucumán 3835, Rosario"
C1873,Gomería Silva,20-17902253-3,MONOTRIBUTO,500000,0341-4241623,,
C1874,Taller Mecánico Torres,20-33664286-9,MONOTRIBUTO,200000,,tallermecnicot@gmail.com,"Ovidio Lagos 1248, San Nicolás"
C1875,Rectificadora Funes,30-88119501-8,RESPONSABLE_INSCRIPTO,3000000,0341-4722596,compras@rectificador.com.ar,"Ovidio Lagos 4686, Cañada de Gómez"
C1876,Lubricentro del Sur,20-24362019-9,MONOTRIBUTO,800000,0341-4840901,lubricentrodel@gmail.com,
C1877,Taller Giménez Hnos,23-27202795-1,MONOTRIBUTO,800000,0341-4375148,tallergimnezhn@gmail.com,"Av. San Martín 3058, San Lorenzo"
C1878,Rectificadora San Nicolás,30-11716676-3,RESPONSABLE_INSCRIPTO,1000000,0341-155141702,compras@rectificador.com.ar,"Bv. Oroño 442, Pergamino"
C1879,Taller Fernández Hnos,23-55195628-8,MONOTRIBUTO,400000,0341-4482295,tallerfernndez@gmail.com,
C1880,Peralta Oscar,20-36883058-6,MONOTRIBUTO,400000,0341-4409944,,
C1881,Gomería Flores,27-71459549-6,MONOTRIBUTO,300000,0341-4378633,,
C1882,Transporte Villalba SA,33-16695595-0,RESPONSABLE_INSCRIPTO,5000000,,,"Córdoba 1214, Casilda"
C1883,Transportes Rosario SRL,33-26466040-3,RESPONSABLE_INSCRIPTO,1500000,0341-154503808,compras@transportesr.com.ar,
C1884,Lubricentro Rosario,27-80353285-6,MONOTRIBUTO,300000,0341-154252000,,"27 de Febrero 895, Villa Gobernador Gálvez"
C1885,Ferreyra Sandra,,CONSUMIDOR_FINAL,0,0341-156468666,,"Av. Francia 1690, Pérez"
C1886,Godoy Patricia,23-71816084-7,MONOTRIBUTO,800000,0341-154071003,godoypatricia@gmail.com,"Av. Alberdi 3614, Pergamino"
C1887,Logística García SA,30-24553506-2,RESPONSABLE_INSCRIPTO,3000000,0341-153063319,compras@logsticagarc.com.ar,
C1888,Rojas Sergio,23-58182472-6,MONOTRIBUTO,800000,0341-4250095,rojassergio@gmail.com,"Ovidio Lagos 1748, Pergamino"
C1889,Aguirre Martín,,CONSUMIDOR_FINAL,0,0341-155956077,,"Av. Francia 3495, Rosario"
C1890,Logística Sosa SA,30-33446829-8,RESPONSABLE_INSCRIPTO,5000000,0341-155276130,compras@logsticasosa.com.ar,"Av. Francia 3453, San Nicolás"
C1891,Sánchez Patricia,,CONSUMIDOR_FINAL,0,0341-4771322,,"San Juan 3987, San Lorenzo"
C1892,Cabrera Leandro,,CONSUMIDOR_FINAL,0,0341-4664415,,"Av. Provincias Unidas 1261, San Nicolás"
C1893,Casa Pérez Automotores SRL,30-97448679-9,RESPONSABLE_INSCRIPTO,3000000,0341-156088186,,"San Juan 880, Rosario"
